Group Number,Arabic Group Name,English Group Name,Operator,Purpose/Usage,Example,Note,project_effect_signature,project_usage_universal_ar,project_i3rab_template,project_quran_evidence_phrases,project_modules
2,التوكيد والتمني ,Emphasis and Wishing (Grammatical),لَيْتَ,للتمني,ليت زيدا طائر,ليت: حرف تمني، زيدا: اسم منصوب، طائر: خبر مرفوع,ACC_TAWKID,حَرْفُ تَوْكِيدٍ وَنَصْبٍ: يَنْصِبُ الِاسْمَ وَيَرْفَعُ الْخَبَرَ.,حَرْفُ تَوْكِيدٍ وَنَصْبٍ، وَ( {NOUN} ) : اسْمُهَا مَنْصُوبٌ، وَ( {NOUN2} ) : خَبَرُهَا مَرْفُوعٌ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
2,التوكيد والترجي,Emphasis and Wishing (Grammatical),لَعَلَّ,للترجي,لعل السلطان عادل,لعلَّ: حرف ترجي، السلطان: اسم منصوب، عادل: خبر مرفوع,ACC_TAWKID,حَرْفُ تَوْكِيدٍ وَنَصْبٍ: يَنْصِبُ الِاسْمَ وَيَرْفَعُ الْخَبَرَ.,حَرْفُ تَوْكِيدٍ وَنَصْبٍ، وَ( {NOUN} ) : اسْمُهَا مَنْصُوبٌ، وَ( {NOUN2} ) : خَبَرُهَا مَرْفُوعٌ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
3,النفي الإعرابية,Negation (Grammatical),مَا,للنفي,ما زيد ذاهبا,ما: نافية حجازية، زيد: اسم مرفوع، ذاهبا: خبر منصوب,NEG,أَدَاةُ نَفْيٍ: تُفِيدُ نَفْيَ الْمَعْنَى عَلَى حَسَبِ السِّيَاقِ.,أَدَاةُ نَفْيٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
3,النفي الإعرابية,Negation (Grammatical),لَا,للنفي,لا رجل مسافرا,لا: نافية حجازية، رجل: اسم مرفوع، مسافرا: خبر منصوب,NEG,أَدَاةُ نَفْيٍ: تُفِيدُ نَفْيَ الْمَعْنَى عَلَى حَسَبِ السِّيَاقِ.,أَدَاةُ نَفْيٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
4,واو المصاحبة (المعيّة),Vocative and Exception (Accusative Only),وَ,للمعية,استوى الماء والخشبة,واو المعية: حرف، الخشبة: مفعول معه منصوب,MAIYYA,وَاوُ الْمَعِيَّةِ: تُفِيدُ الْمَعِيَّةَ وَتَنْصِبُ مَا بَعْدَهَا عَلَى أَنَّهُ مَفْعُولٌ مَعَهُ.,وَاوُ الْمَعِيَّةِ، وَ( {NOUN} ) : مَفْعُولٌ مَعَهُ مَنْصُوبٌ وَعَلَامَةُ نَصْبِهِ الْفَتْحَةُ الظَّاهِرَةُ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
4,أداة الاستثناء الأم,Vocative and Exception (Accusative Only),إِلَّا,للاستثناء,قام القوم إلا زيدا,إلا: حرف استثناء، زيدا: مستثنى منصوب,ISTITHNA,أَدَاةُ اسْتِثْنَاءٍ: تُسْتَثْنَى بِهَا مِنَ الْجُمْلَةِ.,أَدَاةُ اسْتِثْنَاءٍ، وَ( {NOUN} ) : مُسْتَثْنًى ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
4,أداة نداء الأم,Vocative and Exception (Accusative Only),يَا,للنداء,يا رسول الله,يا: حرف نداء، رسول: منادى منصوب,NIDA,أَدَاةُ نِدَاءٍ: تُسْتَعْمَلُ لِنِدَاءِ الْمُنَادَى.,أَدَاةُ نِدَاءٍ، وَ( {NOUN} ) : مُنَادًى ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
4,أداة نداء للبعيد,Vocative and Exception (Accusative Only),أيا,للنداء,أيا جما ذنبه,أيا: حرف نداء، جما: منادى منصوب,NIDA,أَدَاةُ نِدَاءٍ: تُسْتَعْمَلُ لِنِدَاءِ الْمُنَادَى.,أَدَاةُ نِدَاءٍ، وَ( {NOUN} ) : مُنَادًى ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
4,أداة نداء للبعيد,Vocative and Exception (Accusative Only),هيا,للنداء,هيا ناسيا نعمة الله,هيا: حرف نداء، ناسيا: منادى منصوب,NIDA,أَدَاةُ نِدَاءٍ: تُسْتَعْمَلُ لِنِدَاءِ الْمُنَادَى.,أَدَاةُ نِدَاءٍ، وَ( {NOUN} ) : مُنَادًى ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
4,أداة نداء للقريب,Vocative and Exception (Accusative Only),أي,للنداء,أي تائبا إلى ربه,أي: حرف نداء، تائبا: منادى منصوب,NIDA,أَدَاةُ نِدَاءٍ: تُسْتَعْمَلُ لِنِدَاءِ الْمُنَادَى.,أَدَاةُ نِدَاءٍ، وَ( {NOUN} ) : مُنَادًى ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
4,أداة نداء للقريب,Vocative and Exception (Accusative Only),أ,للنداء,أعبد الله,أ: حرف نداء، عبد: منادى منصوب,NIDA,أَدَاةُ نِدَاءٍ: تُسْتَعْمَلُ لِنِدَاءِ الْمُنَادَى.,أَدَاةُ نِدَاءٍ، وَ( {NOUN} ) : مُنَادًى ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
5,أداة نصب ومصدر,Accusative Only (Purposive and Negating),أَنْ,للمصدرية,يجوز لك أن تنصرف,أن: حرف مصدر ونصب، تنصرف: فعل مضارع منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
5,النصب فقط الغرضية والنافية,Accusative Only (Purposive and Negating),لَنْ,للنفي,لن ينجح الكسلان,لن: حرف نفي ونصب، ينجح: فعل مضارع منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
5,النصب فقط الغرضية والنافية,Accusative Only (Purposive and Negating),كَيْ,للغرض,جئتك كي أتعلم,كي: حرف مصدر ونصب، أتعلم: فعل مضارع منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
5,النصب فقط الغرضية والنافية,Accusative Only (Purposive and Negating),إِذًا,للجواب,إذن تفلح,إذن: حرف جواب ونصب، تفلح: فعل مضارع منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
6,الجزم فقط النافية والشرطية,Jussive Only (Negating and Conditional),لَمْ,للنفي,لم يكتب زيد,لم: حرف نفي وجزم، يكتب: فعل مضارع مجزوم,JAZM,أَدَاةُ جَزْمٍ: تَجْزِمُ الْفِعْلَ الْمُضَارِعَ.,أَدَاةُ جَزْمٍ، وَ( {VERB} ) : فِعْلٌ مَجْزُومٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
6,الجزم فقط النافية والشرطية,Jussive Only (Negating and Conditional),لَمَّا,للنفي,لما أكتب,لما: حرف نفي وجزم، أكتب: فعل مضارع مجزوم,JAZM,أَدَاةُ جَزْمٍ: تَجْزِمُ الْفِعْلَ الْمُضَارِعَ.,أَدَاةُ جَزْمٍ، وَ( {VERB} ) : فِعْلٌ مَجْزُومٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
6,الجزم فقط النافية والشرطية,Jussive Only (Negating and Conditional),لام الأمر,للأمر,لينصر,لام الأمر: حرف، ينصر: فعل مضارع مجزوم,JAZM,أَدَاةُ جَزْمٍ: تَجْزِمُ الْفِعْلَ الْمُضَارِعَ.,أَدَاةُ جَزْمٍ، وَ( {VERB} ) : فِعْلٌ مَجْزُومٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
6,الجزم فقط النافية والشرطية,Jussive Only (Negating and Conditional),لَا,للنهي,لا تضرب,لا الناهية: حرف نهي، تضرب: فعل مضارع مجزوم,JAZM,أَدَاةُ جَزْمٍ: تَجْزِمُ الْفِعْلَ الْمُضَارِعَ.,أَدَاةُ جَزْمٍ، وَ( {VERB} ) : فِعْلٌ مَجْزُومٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
6,الجزم فقط النافية والشرطية,Jussive Only (Negating and Conditional),إِنْ,للشرط,إن تضرب أضرب,إن: حرف شرط جازم، تضرب: فعل شرط مجزوم، أضرب: جواب مجزوم,JAZM,أَدَاةُ جَزْمٍ: تَجْزِمُ الْفِعْلَ الْمُضَارِعَ.,أَدَاةُ جَزْمٍ، وَ( {VERB} ) : فِعْلٌ مَجْزُومٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
7,الشرط الجازمة فقط,Conditional (Jussive Only),مِنْ,للشرط,من يرحم يرحم,من: اسم شرط جازم، يرحم: فعل شرط مجزوم، يرحم: جواب مجزوم,COND,أَدَاةُ شَرْطٍ جَازِمَةٍ: تَجْزِمُ فِعْلَيْنِ (فِعْلَ الشَّرْطِ وَجَوَابَهُ).,أَدَاةُ شَرْطٍ جَازِمَةٍ، وَ( {VERB1} ) : فِعْلُ الشَّرْطِ مَجْزُومٌ، وَ( {VERB2} ) : جَوَابُ الشَّرْطِ مَجْزُومٌ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
7,الشرط الجازمة فقط,Conditional (Jussive Only),ما,للشرط,ما تفعل أفعل,ما: اسم شرط جازم، تفعل: فعل شرط مجزوم، أفعل: جواب مجزوم,COND,أَدَاةُ شَرْطٍ جَازِمَةٍ: تَجْزِمُ فِعْلَيْنِ (فِعْلَ الشَّرْطِ وَجَوَابَهُ).,أَدَاةُ شَرْطٍ جَازِمَةٍ، وَ( {VERB1} ) : فِعْلُ الشَّرْطِ مَجْزُومٌ، وَ( {VERB2} ) : جَوَابُ الشَّرْطِ مَجْزُومٌ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
7,الشرط الجازمة فقط,Conditional (Jussive Only),أيَّ,للشرط,أيا تضرب أضربه,أيَّ: اسم شرط جازم، تضرب: فعل شرط مجزوم، أضربه: جواب مجزوم,COND,أَدَاةُ شَرْطٍ جَازِمَةٍ: تَجْزِمُ فِعْلَيْنِ (فِعْلَ الشَّرْطِ وَجَوَابَهُ).,أَدَاةُ شَرْطٍ جَازِمَةٍ، وَ( {VERB1} ) : فِعْلُ الشَّرْطِ مَجْزُومٌ، وَ( {VERB2} ) : جَوَابُ الشَّرْطِ مَجْزُومٌ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
7,الشرط الجازمة فقط,Conditional (Jussive Only),مَتَى,للشرط,متى تكتب أكتب,متى: اسم شرط جازم، تكتب: فعل شرط مجزوم، أكتب: جواب مجزوم,COND,أَدَاةُ شَرْطٍ جَازِمَةٍ: تَجْزِمُ فِعْلَيْنِ (فِعْلَ الشَّرْطِ وَجَوَابَهُ).,أَدَاةُ شَرْطٍ جَازِمَةٍ، وَ( {VERB1} ) : فِعْلُ الشَّرْطِ مَجْزُومٌ، وَ( {VERB2} ) : جَوَابُ الشَّرْطِ مَجْزُومٌ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
7,الشرط الجازمة فقط,Conditional (Jussive Only),مَهْمَا,للشرط,مهما تكتب أكتب,مهما: اسم شرط جازم، تكتب: فعل شرط مجزوم، أكتب: جواب مجزوم,COND,أَدَاةُ شَرْطٍ جَازِمَةٍ: تَجْزِمُ فِعْلَيْنِ (فِعْلَ الشَّرْطِ وَجَوَابَهُ).,أَدَاةُ شَرْطٍ جَازِمَةٍ، وَ( {VERB1} ) : فِعْلُ الشَّرْطِ مَجْزُومٌ، وَ( {VERB2} ) : جَوَابُ الشَّرْطِ مَجْزُومٌ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
7,الشرط الجازمة فقط,Conditional (Jussive Only),أَيْنَمَا,للشرط,أينما تنزل أنزل,أينما: اسم شرط جازم، تنزل: فعل شرط مجزوم، أنزل: جواب مجزوم,COND,أَدَاةُ شَرْطٍ جَازِمَةٍ: تَجْزِمُ فِعْلَيْنِ (فِعْلَ الشَّرْطِ وَجَوَابَهُ).,أَدَاةُ شَرْطٍ جَازِمَةٍ، وَ( {VERB1} ) : فِعْلُ الشَّرْطِ مَجْزُومٌ، وَ( {VERB2} ) : جَوَابُ الشَّرْطِ مَجْزُومٌ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
7,الشرط الجازمة فقط,Conditional (Jussive Only),أنَّى,للشرط,أنى تستقم تربح,أنَّى: اسم شرط جازم، تستقم: فعل شرط مجزوم، تربح: جواب مجزوم,COND,أَدَاةُ شَرْطٍ جَازِمَةٍ: تَجْزِمُ فِعْلَيْنِ (فِعْلَ الشَّرْطِ وَجَوَابَهُ).,أَدَاةُ شَرْطٍ جَازِمَةٍ، وَ( {VERB1} ) : فِعْلُ الشَّرْطِ مَجْزُومٌ، وَ( {VERB2} ) : جَوَابُ الشَّرْطِ مَجْزُومٌ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
7,الشرط الجازمة فقط,Conditional (Jussive Only),حَيْثُمَا,للشرط,حيثما تستقم يقدر لك الله نجاحا,حيثما: اسم شرط جازم، تستقم: فعل شرط مجزوم، يقدر: جواب مجزوم,COND,أَدَاةُ شَرْطٍ جَازِمَةٍ: تَجْزِمُ فِعْلَيْنِ (فِعْلَ الشَّرْطِ وَجَوَابَهُ).,أَدَاةُ شَرْطٍ جَازِمَةٍ، وَ( {VERB1} ) : فِعْلُ الشَّرْطِ مَجْزُومٌ، وَ( {VERB2} ) : جَوَابُ الشَّرْطِ مَجْزُومٌ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
7,الشرط الجازمة فقط,Conditional (Jussive Only),إِذْمَا,للشرط,إذما تذهب أذهب,إذما: اسم شرط جازم، تذهب: فعل شرط مجزوم، أذهب: جواب مجزوم,COND,أَدَاةُ شَرْطٍ جَازِمَةٍ: تَجْزِمُ فِعْلَيْنِ (فِعْلَ الشَّرْطِ وَجَوَابَهُ).,أَدَاةُ شَرْطٍ جَازِمَةٍ، وَ( {VERB1} ) : فِعْلُ الشَّرْطِ مَجْزُومٌ، وَ( {VERB2} ) : جَوَابُ الشَّرْطِ مَجْزُومٌ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
7,الشرط الجازمة فقط,Conditional (Jussive Only),لو,للشرط,لو تقدم تنجح,لو: حرف شرط جازم، تقدم: فعل شرط مجزوم، تنجح: جواب مجزوم,COND,أَدَاةُ شَرْطٍ جَازِمَةٍ: تَجْزِمُ فِعْلَيْنِ (فِعْلَ الشَّرْطِ وَجَوَابَهُ).,أَدَاةُ شَرْطٍ جَازِمَةٍ، وَ( {VERB1} ) : فِعْلُ الشَّرْطِ مَجْزُومٌ، وَ( {VERB2} ) : جَوَابُ الشَّرْطِ مَجْزُومٌ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
7,الشرط الجازمة فقط,Conditional (Jussive Only),إذا,للشرط,إذا تتعلم تفلح,إذا: حرف شرط جازم، تتعلم: فعل شرط مجزوم، تفلح: جواب مجزوم,COND,أَدَاةُ شَرْطٍ جَازِمَةٍ: تَجْزِمُ فِعْلَيْنِ (فِعْلَ الشَّرْطِ وَجَوَابَهُ).,أَدَاةُ شَرْطٍ جَازِمَةٍ، وَ( {VERB1} ) : فِعْلُ الشَّرْطِ مَجْزُومٌ، وَ( {VERB2} ) : جَوَابُ الشَّرْطِ مَجْزُومٌ.,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
8,التمييز الناصبة فقط,Specification (Accusative Only),عشرة,للعدد,رأيت أحد عشر كوكبا,أحد عشر: اسم عدد مركب، كوكبا: تمييز منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
8,التمييز الناصبة فقط,Specification (Accusative Only),كم,للاستفهام عن العدد,كم دارا بنيت؟,كم: اسم استفهام، دارا: تمييز منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
8,التمييز الناصبة فقط,Specification (Accusative Only),كأين,للخبر عن العدد,كأين عبدا ملكت,كأين: اسم بمعنى كم، عبدا: تمييز منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
8,التمييز الناصبة فقط,Specification (Accusative Only),كذا,للكناية عن العدد,كذا وكذا درهما ملكت,كذا: اسم كناية، درهما: تمييز منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
8,التمييز الناصبة فقط,Specification (Accusative Only),مائة,للعدد,ملكت مائة درهم,مائة: اسم عدد، درهم: تمييز منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
8,التمييز الناصبة فقط,Specification (Accusative Only),ألف,للعدد,رأيت ألف رجل,ألف: اسم عدد، رجل: تمييز منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
8,التمييز الناصبة فقط,Specification (Accusative Only),ألوف,للعدد,ملكت ألوف دراهم,ألوف: اسم عدد، دراهم: تمييز منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
8,التمييز الناصبة فقط,Specification (Accusative Only),ملايين,للعدد,جمعت ملايين درهم,ملايين: اسم عدد، درهم: تمييز منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
8,التمييز الناصبة فقط,Specification (Accusative Only),أيَّة,للاستفهام عن النوع,أية كتابا قرأت؟,أية: اسم استفهام، كتابا: تمييز منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
8,التمييز الناصبة فقط,Specification (Accusative Only),كيت,للاستفهام عن الكمية,كيت مالا جمعت؟,كيت: اسم استفهام، مالا: تمييز منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
8,التمييز الناصبة فقط,Specification (Accusative Only),ذو,للدلالة على التمييز,جاء ذو مال كثير,ذو: اسم تمييز، مال: تمييز منصوب,NASB,أَدَاةٌ تُفِيدُ النَّصْبَ حَسَبَ بَابِهَا (تَمْيِيز/مَفْعُول/...).,أَدَاةُ نَصْبٍ، وَ( {NOUN} ) : مَنْصُوبٌ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
9,الأوامر والتعجب الإعرابية,Commands and Exclamation (Grammatical),رُوَيْدَ,للأمر,يا ريحان رويد زيدا,رويد: اسم فعل أمر، زيدا: مفعول به منصوب,AMR_TA3AJJUB,أَدَاةُ أَمْرٍ أَوْ تَعَجُّبٍ إِعْرَابِيَّةٍ حَسَبَ السِّيَاقِ.,أَدَاةُ أَمْرٍ/تَعَجُّبٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
9,الأوامر والتعجب الإعرابية,Commands and Exclamation (Grammatical),بَلْهَ,للأمر,يا ولدان بله بسيطا,بله: اسم فعل أمر، بسيطا: مفعول به منصوب,AMR_TA3AJJUB,أَدَاةُ أَمْرٍ أَوْ تَعَجُّبٍ إِعْرَابِيَّةٍ حَسَبَ السِّيَاقِ.,أَدَاةُ أَمْرٍ/تَعَجُّبٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
9,الأوامر والتعجب الإعرابية,Commands and Exclamation (Grammatical),دُونَكَ,للأمر,يا بسيط دونك الكتاب,دونك: اسم فعل أمر، الكتاب: مفعول به منصوب,AMR_TA3AJJUB,أَدَاةُ أَمْرٍ أَوْ تَعَجُّبٍ إِعْرَابِيَّةٍ حَسَبَ السِّيَاقِ.,أَدَاةُ أَمْرٍ/تَعَجُّبٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
9,الأوامر والتعجب الإعرابية,Commands and Exclamation (Grammatical),عَلَيْكَ,للأمر,يا ريحان عليك مهتديا,عليك: اسم فعل أمر، مهتديا: مفعول به منصوب,AMR_TA3AJJUB,أَدَاةُ أَمْرٍ أَوْ تَعَجُّبٍ إِعْرَابِيَّةٍ حَسَبَ السِّيَاقِ.,أَدَاةُ أَمْرٍ/تَعَجُّبٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
9,الأوامر والتعجب الإعرابية,Commands and Exclamation (Grammatical),هَاءَ,للأمر,يا سرمين هاء درهما,هاء: اسم فعل أمر، درهما: مفعول به منصوب,AMR_TA3AJJUB,أَدَاةُ أَمْرٍ أَوْ تَعَجُّبٍ إِعْرَابِيَّةٍ حَسَبَ السِّيَاقِ.,أَدَاةُ أَمْرٍ/تَعَجُّبٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
9,الأوامر والتعجب الإعرابية,Commands and Exclamation (Grammatical),حَيَّهَلَ,للأمر,يا ولدان حيهل القهوة,حيهل: اسم فعل أمر، القهوة: مفعول به منصوب,AMR_TA3AJJUB,أَدَاةُ أَمْرٍ أَوْ تَعَجُّبٍ إِعْرَابِيَّةٍ حَسَبَ السِّيَاقِ.,أَدَاةُ أَمْرٍ/تَعَجُّبٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
9,الأوامر والتعجب الإعرابية,Commands and Exclamation (Grammatical),هَيْهَاتَ,للعجب,هيهات العقيق,هيهات: اسم فعل ماض، العقيق: فاعل مرفوع,AMR_TA3AJJUB,أَدَاةُ أَمْرٍ أَوْ تَعَجُّبٍ إِعْرَابِيَّةٍ حَسَبَ السِّيَاقِ.,أَدَاةُ أَمْرٍ/تَعَجُّبٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
9,الأوامر والتعجب الإعرابية,Commands and Exclamation (Grammatical),شَتَّانَ,للعجب,شتان سرمين وبسيط,شتان: اسم فعل ماض، سرمين: فاعل مرفوع,AMR_TA3AJJUB,أَدَاةُ أَمْرٍ أَوْ تَعَجُّبٍ إِعْرَابِيَّةٍ حَسَبَ السِّيَاقِ.,أَدَاةُ أَمْرٍ/تَعَجُّبٍ ...,[],"['src/fvafk/c2b/operators_catalog.py::OperatorsCatalog', 'scripts/run_complete_snapshot.py::detect_operator']"
